frequency_Hz,period_s,power_A0,power_A1,power_A2,above_1pct_FAP_A0,above_1pct_FAP_A1,above_1pct_FAP_A2
0.00764220,130.85,0.000000,0.010661,0.099477,0,0,0
0.00773288,129.32,0.000000,0.013010,0.828946,0,0,0
0.00782464,127.80,0.000000,0.047182,0.146071,0,0,0
0.00791748,126.30,0.000000,0.073662,0.661037,0,0,0
0.00801143,124.82,0.000000,0.009573,0.199374,0,0,0
0.00810649,123.36,0.000000,0.239456,0.142793,0,0,0
0.00820268,121.91,0.000000,0.015204,0.179081,0,0,0
0.00830001,120.48,0.000000,0.290865,0.158882,0,0,0
0.00839849,119.07,0.000000,0.239631,0.284695,0,0,0
0.00849815,117.67,0.000000,0.575896,0.140800,0,0,0
0.00859898,116.29,0.000000,0.118263,0.711687,0,0,0
0.00870101,114.93,0.000000,0.200013,0.261254,0,0,0
0.00880426,113.58,0.000000,0.070096,0.663368,0,0,0
0.00890873,112.25,0.000000,0.092892,0.025668,0,0,0
0.00901443,110.93,0.000000,0.104773,0.056288,0,0,0
0.00912140,109.63,0.000000,0.107208,0.198573,0,0,0
0.00922963,108.35,0.000000,0.028247,0.074125,0,0,0
0.00933914,107.08,0.000000,0.427029,0.321127,0,0,0
0.00944996,105.82,0.000000,0.040451,0.903334,0,0,0
0.00956209,104.58,0.000000,0.301855,0.281486,0,0,0
0.00967555,103.35,0.000000,0.029878,0.720653,0,0,0
0.00979035,102.14,0.000000,0.127197,0.028872,0,0,0
0.00990652,100.94,0.000000,0.214026,0.832635,0,0,0
0.01002407,99.76,0.000000,0.095754,0.354261,0,0,0
0.01014301,98.59,0.000000,0.067335,0.637169,0,0,0
0.01026337,97.43,0.000000,0.116593,1.391102,0,0,0
0.01038515,96.29,0.000000,0.111529,0.435369,0,0,0
0.01050837,95.16,0.000000,0.271607,0.362150,0,0,0
0.01063306,94.05,0.000000,0.341872,0.599847,0,0,0
0.01075923,92.94,0.000000,0.058328,0.050130,0,0,0
0.01088690,91.85,0.000000,0.105915,0.470555,0,0,0
0.01101608,90.78,0.000000,0.328483,0.054864,0,0,0
0.01114679,89.71,0.000000,0.752627,0.349094,0,0,0
0.01127905,88.66,0.000000,0.022869,0.259365,0,0,0
0.01141289,87.62,0.000000,0.022977,0.204640,0,0,0
0.01154831,86.59,0.000000,0.059632,0.030439,0,0,0
0.01168534,85.58,0.000000,0.208929,0.296359,0,0,0
0.01182399,84.57,0.000000,0.171853,0.128482,0,0,0
0.01196429,83.58,0.000000,0.116632,0.074259,0,0,0
0.01210625,82.60,0.000000,0.117185,0.439356,0,0,0
0.01224990,81.63,0.000000,0.329968,0.189201,0,0,0
0.01239525,80.68,0.000000,0.443175,0.087470,0,0,0
0.01254233,79.73,0.000000,0.093588,0.133994,0,0,0
0.01269115,78.80,0.000000,0.343104,0.151815,0,0,0
0.01284174,77.87,0.000000,0.366024,0.221980,0,0,0
0.01299412,76.96,0.000000,0.807087,0.351491,0,0,0
0.01314830,76.06,0.000000,0.315192,0.036397,0,0,0
0.01330432,75.16,0.000000,0.198834,1.331413,0,0,0
0.01346218,74.28,0.000000,0.004388,0.411981,0,0,0
