frequency_Hz,period_s,power_A0,power_A1,power_A2,above_1pct_FAP_A0,above_1pct_FAP_A1,above_1pct_FAP_A2
0.02371440,42.17,1.051505,0.002915,0.075789,0,0,0
0.02399579,41.67,0.746112,0.278038,0.398614,0,0,0
0.02428052,41.19,1.543886,0.002480,0.060893,0,0,0
0.02456862,40.70,2.455163,0.020507,0.030983,0,0,0
0.02486014,40.23,1.595102,0.325174,0.280306,0,0,0
0.02515512,39.75,3.843257,0.519737,0.288212,0,0,0
0.02545361,39.29,0.209352,0.685516,0.349798,0,0,0
0.02575563,38.83,0.663550,0.001541,0.146722,0,0,0
0.02606124,38.37,1.643488,0.397277,0.126437,0,0,0
0.02637047,37.92,0.902380,0.051773,0.050790,0,0,0
0.02668337,37.48,1.228064,1.172005,0.827357,0,0,0
0.02699999,37.04,2.625383,0.071634,0.347519,0,0,0
0.02732036,36.60,1.199907,0.975857,0.991130,0,0,0
0.02764453,36.17,0.120484,0.175435,0.252967,0,0,0
0.02797255,35.75,0.575232,0.161336,0.437327,0,0,0
0.02830447,35.33,0.188134,0.137601,0.062762,0,0,0
0.02864032,34.92,1.646819,0.982264,0.150440,0,0,0
0.02898015,34.51,0.085771,0.040587,0.131489,0,0,0
0.02932402,34.10,1.931554,0.095200,0.562354,0,0,0
0.02967197,33.70,2.536495,0.072873,0.032601,0,0,0
0.03002405,33.31,0.076955,0.074060,0.008208,0,0,0
0.03038030,32.92,0.233944,0.172702,0.004550,0,0,0
0.03074078,32.53,0.208773,0.295487,0.100625,0,0,0
0.03110554,32.15,1.398980,0.143267,0.149837,0,0,0
0.03147463,31.77,1.548488,0.488036,0.163454,0,0,0
0.03184810,31.40,2.376114,0.192909,0.046572,0,0,0
0.03222599,31.03,3.649426,0.474692,0.394564,0,0,0
0.03260838,30.67,0.287622,0.286662,0.200860,0,0,0
0.03299530,30.31,1.385150,0.541110,0.067933,0,0,0
0.03338681,29.95,1.504215,0.170025,0.015270,0,0,0
0.03378296,29.60,0.363217,0.141944,0.067899,0,0,0
0.03418382,29.25,1.902041,0.775401,0.163823,0,0,0
0.03458943,28.91,3.292716,1.640545,0.350833,0,0,0
0.03499986,28.57,0.593715,0.755382,0.127550,0,0,0
0.03541515,28.24,0.865952,0.831840,0.539546,0,0,0
0.03583538,27.91,0.617106,7.146372,6.557544,0,0,0
0.03626059,27.58,2.806972,1.864165,0.595169,0,0,0
0.03669084,27.25,1.836927,5.421888,6.301552,0,0,0
0.03712620,26.94,0.163518,5.339939,4.348333,0,0,0
0.03756673,26.62,0.287613,0.584416,0.213922,0,0,0
0.03801248,26.31,2.194294,0.085827,0.168571,0,0,0
0.03846353,26.00,0.520078,0.042414,0.325413,0,0,0
0.03891992,25.69,8.296933,0.616775,0.074190,0,0,0
0.03938173,25.39,0.636433,0.152574,0.017708,0,0,0
0.03984902,25.09,0.618150,0.400204,0.056023,0,0,0
0.04032185,24.80,0.227853,1.269289,0.148899,0,0,0
0.04080030,24.51,1.793989,1.280856,0.248800,0,0,0
0.04128442,24.22,2.006796,2.242091,0.376455,0,0,0
0.04177429,23.94,1.413619,1.537214,0.173385,0,0,0
0.04226997,23.66,2.829212,0.333655,0.443440,0,0,0
0.04277153,23.38,5.203026,0.052556,0.068742,0,0,0
0.04327904,23.11,2.700744,1.644503,0.127070,0,0,0
0.04379257,22.83,7.410298,0.535347,0.121443,0,0,0
0.04431220,22.57,0.481392,2.292432,0.382561,0,0,0
0.04483799,22.30,0.421640,0.003412,0.186097,0,0,0
0.04537002,22.04,1.962900,2.204608,2.638850,0,0,0
